line_number,spoken_line_cue,phonics_performance_cue,script_or_sound,current_recording_location_and_filename,new_recording_location_and_filename,recording_type,letter,recording_notes,lookup_key,recording_id,current_duration_seconds,current_recording_url
191,Line one nine one.,,TEN,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\e4432baa90819aae.wav,,number,,,ten,e4432baa90819aae,0.448,https://kpopboom.party/little-patterns/assets/voice/e4432baa90819aae.wav
192,Line one nine two.,,That's right!,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\af565205531d050d.wav,,feelings,,,that's right,af565205531d050d,0.771,https://kpopboom.party/little-patterns/assets/voice/af565205531d050d.wav
193,Line one nine three.,,That’s the one.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\d1d4be35e20c529d.wav,,prompt or feedback,,Curly-apostrophe lookup: keep this row separate from similar straight-apostrophe entries.,that’s the one,d1d4be35e20c529d,0.769,https://kpopboom.party/little-patterns/assets/voice/d1d4be35e20c529d.wav
194,Line one nine four.,,The BALL is wet.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\1b81e1b68c53c98b.wav,,complete sentence,,,the ball is wet,1b81e1b68c53c98b,0.997,https://kpopboom.party/little-patterns/assets/voice/1b81e1b68c53c98b.wav
195,Line one nine five.,,The big blank can run.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\be0e617423d184fb.wav,,sentence with blank,,Say the word blank aloud.,the big blank can run,be0e617423d184fb,1.241,https://kpopboom.party/little-patterns/assets/voice/be0e617423d184fb.wav
196,Line one nine six.,,The big DOG can run.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\84f9cd86601b8fc4.wav,,complete sentence,,,the big dog can run,84f9cd86601b8fc4,1.212,https://kpopboom.party/little-patterns/assets/voice/84f9cd86601b8fc4.wav
197,Line one nine seven.,,The blank can run.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\39ca6e3ce816e821.wav,,sentence with blank,,Say the word blank aloud.,the blank can run,39ca6e3ce816e821,1.011,https://kpopboom.party/little-patterns/assets/voice/39ca6e3ce816e821.wav
198,Line one nine eight.,,The blank can swim.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\6b777fcce352e2a4.wav,,sentence with blank,,Say the word blank aloud.,the blank can swim,6b777fcce352e2a4,1.125,https://kpopboom.party/little-patterns/assets/voice/6b777fcce352e2a4.wav
199,Line one nine nine.,,The blank is asleep.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\2e7b07640841494a.wav,,sentence with blank,,Say the word blank aloud.,the blank is asleep,2e7b07640841494a,1.187,https://kpopboom.party/little-patterns/assets/voice/2e7b07640841494a.wav
200,Line two zero zero.,,The blank is big.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\94281d9ffd832655.wav,,sentence with blank,,Say the word blank aloud.,the blank is big,94281d9ffd832655,1.036,https://kpopboom.party/little-patterns/assets/voice/94281d9ffd832655.wav
201,Line two zero one.,,The blank is dry.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\104193e406959a03.wav,,sentence with blank,,Say the word blank aloud.,the blank is dry,104193e406959a03,0.968,https://kpopboom.party/little-patterns/assets/voice/104193e406959a03.wav
202,Line two zero two.,,The blank is hot.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\125ae1d727261b9c.wav,,sentence with blank,,Say the word blank aloud.,the blank is hot,125ae1d727261b9c,1.023,https://kpopboom.party/little-patterns/assets/voice/125ae1d727261b9c.wav
203,Line two zero three.,,The blank is out.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\9e3ce4c5b421b661.wav,,sentence with blank,,Say the word blank aloud.,the blank is out,9e3ce4c5b421b661,0.974,https://kpopboom.party/little-patterns/assets/voice/9e3ce4c5b421b661.wav
204,Line two zero four.,,The blank is wet.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\0cea167cb2d1ba21.wav,,sentence with blank,,Say the word blank aloud.,the blank is wet,0cea167cb2d1ba21,1.025,https://kpopboom.party/little-patterns/assets/voice/0cea167cb2d1ba21.wav
205,Line two zero five.,,The bus is BIG.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\cf49fdc89a611a78.wav,,complete sentence,,,the bus is big,cf49fdc89a611a78,0.951,https://kpopboom.party/little-patterns/assets/voice/cf49fdc89a611a78.wav
206,Line two zero six.,,The bus is blank.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\553d0f8f579a8a4e.wav,,sentence with blank,,Say the word blank aloud.,the bus is blank,553d0f8f579a8a4e,1.125,https://kpopboom.party/little-patterns/assets/voice/553d0f8f579a8a4e.wav
207,Line two zero seven.,,The CAT is asleep.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\5c71bfd2211a2a2a.wav,,complete sentence,,,the cat is asleep,5c71bfd2211a2a2a,1.195,https://kpopboom.party/little-patterns/assets/voice/5c71bfd2211a2a2a.wav
208,Line two zero eight.,,The cat is ASLEEP now.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\b51599eaa1927024.wav,,complete sentence,,,the cat is asleep now,b51599eaa1927024,1.455,https://kpopboom.party/little-patterns/assets/voice/b51599eaa1927024.wav
209,Line two zero nine.,,The cat is blank now.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\129ff7d4a0a4874f.wav,,sentence with blank,,Say the word blank aloud.,the cat is blank now,129ff7d4a0a4874f,1.347,https://kpopboom.party/little-patterns/assets/voice/129ff7d4a0a4874f.wav
210,Line two one zero.,,The CAT is dry.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\354a987ac212b525.wav,,complete sentence,,,the cat is dry,354a987ac212b525,1.105,https://kpopboom.party/little-patterns/assets/voice/354a987ac212b525.wav
211,Line two one one.,,The dog can blank.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\265fd8540a581790.wav,,sentence with blank,,Say the word blank aloud.,the dog can blank,265fd8540a581790,1.046,https://kpopboom.party/little-patterns/assets/voice/265fd8540a581790.wav
212,Line two one two.,,The dog can JUMP.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\2979e9ef8cf5d55a.wav,,complete sentence,,,the dog can jump,2979e9ef8cf5d55a,1.046,https://kpopboom.party/little-patterns/assets/voice/2979e9ef8cf5d55a.wav
213,Line two one three.,,The DOG can run.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\299f4a270d4aa1c1.wav,,complete sentence,,,the dog can run,299f4a270d4aa1c1,1.101,https://kpopboom.party/little-patterns/assets/voice/299f4a270d4aa1c1.wav
214,Line two one four.,,The DOG is wet.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\91458c0859da1f73.wav,,complete sentence,,,the dog is wet,91458c0859da1f73,1.043,https://kpopboom.party/little-patterns/assets/voice/91458c0859da1f73.wav
215,Line two one five.,,The FISH can swim.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\1023a92b7ee7138c.wav,,complete sentence,,,the fish can swim,1023a92b7ee7138c,1.049,https://kpopboom.party/little-patterns/assets/voice/1023a92b7ee7138c.wav
216,Line two one six.,,The fish is blank.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\ccdad5e75baa8a84.wav,,sentence with blank,,Say the word blank aloud.,the fish is blank,ccdad5e75baa8a84,1.015,https://kpopboom.party/little-patterns/assets/voice/ccdad5e75baa8a84.wav
217,Line two one seven.,,The fish is WET.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\684ee3b431243b36.wav,,complete sentence,,,the fish is wet,684ee3b431243b36,1.074,https://kpopboom.party/little-patterns/assets/voice/684ee3b431243b36.wav
218,Line two one eight.,,The little blank is fast.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\3e7a77cc6b8486f4.wav,,sentence with blank,,Say the word blank aloud.,the little blank is fast,3e7a77cc6b8486f4,1.482,https://kpopboom.party/little-patterns/assets/voice/3e7a77cc6b8486f4.wav
219,Line two one nine.,,The little BUS is fast.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\d4c8bc9e7701c11a.wav,,complete sentence,,,the little bus is fast,d4c8bc9e7701c11a,1.459,https://kpopboom.party/little-patterns/assets/voice/d4c8bc9e7701c11a.wav
220,Line two two zero.,,The MOON is big.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\85f92e09b11b213c.wav,,complete sentence,,,the moon is big,85f92e09b11b213c,0.93,https://kpopboom.party/little-patterns/assets/voice/85f92e09b11b213c.wav
221,Line two two one.,,The MOON is out.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\028f7e44a18871bf.wav,,complete sentence,,,the moon is out,028f7e44a18871bf,0.922,https://kpopboom.party/little-patterns/assets/voice/028f7e44a18871bf.wav
222,Line two two two.,,The pattern fits.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\ae257bdf0b20f846.wav,,prompt or feedback,,,the pattern fits,ae257bdf0b20f846,0.918,https://kpopboom.party/little-patterns/assets/voice/ae257bdf0b20f846.wav
223,Line two two three.,,The sun is blank.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\b53b586b4d12870c.wav,,sentence with blank,,Say the word blank aloud.,the sun is blank,b53b586b4d12870c,1.102,https://kpopboom.party/little-patterns/assets/voice/b53b586b4d12870c.wav
224,Line two two four.,,The sun is HOT.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\a9713ed03c06a734.wav,,complete sentence,,,the sun is hot,a9713ed03c06a734,1.086,https://kpopboom.party/little-patterns/assets/voice/a9713ed03c06a734.wav
225,Line two two five.,,The tall blank is dry.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\2f943b63fbadd164.wav,,sentence with blank,,Say the word blank aloud.,the tall blank is dry,2f943b63fbadd164,1.315,https://kpopboom.party/little-patterns/assets/voice/2f943b63fbadd164.wav
226,Line two two six.,,The tall TREE is dry.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\55b4c94f5a29f819.wav,,complete sentence,,,the tall tree is dry,55b4c94f5a29f819,1.378,https://kpopboom.party/little-patterns/assets/voice/55b4c94f5a29f819.wav
227,Line two two seven.,,The tree is blank.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\eccc960503b5fff9.wav,,sentence with blank,,Say the word blank aloud.,the tree is blank,eccc960503b5fff9,1.095,https://kpopboom.party/little-patterns/assets/voice/eccc960503b5fff9.wav
228,Line two two eight.,,The tree is TALL.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\c44adc9f2857ee0b.wav,,complete sentence,,,the tree is tall,c44adc9f2857ee0b,0.918,https://kpopboom.party/little-patterns/assets/voice/c44adc9f2857ee0b.wav
229,Line two two nine.,,THIRTEEN,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\9ecc81f0a4b6dfb0.wav,,number,,,thirteen,9ecc81f0a4b6dfb0,0.67,https://kpopboom.party/little-patterns/assets/voice/9ecc81f0a4b6dfb0.wav
230,Line two three zero.,,THIRTY,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\aca5fb59db69e5df.wav,,number,,,thirty,aca5fb59db69e5df,0.506,https://kpopboom.party/little-patterns/assets/voice/aca5fb59db69e5df.wav
231,Line two three one.,,THREE,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\8b5b9db0c13db242.wav,,number,,,three,8b5b9db0c13db242,0.408,https://kpopboom.party/little-patterns/assets/voice/8b5b9db0c13db242.wav
232,Line two three two.,,TREE,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\dc9c5edb8b2d479e.wav,,word,,,tree,dc9c5edb8b2d479e,0.447,https://kpopboom.party/little-patterns/assets/voice/dc9c5edb8b2d479e.wav
233,Line two three three.,,triangle,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\0a3f13c673af2389.wav,,word or reusable phrase,,,triangle,0a3f13c673af2389,0.65,https://kpopboom.party/little-patterns/assets/voice/0a3f13c673af2389.wav
234,Line two three four.,,TWELVE,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\d1a749ad879b6c07.wav,,number,,,twelve,d1a749ad879b6c07,0.583,https://kpopboom.party/little-patterns/assets/voice/d1a749ad879b6c07.wav
235,Line two three five.,,TWENTY,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\7c2c4df740f720b0.wav,,number,,,twenty,7c2c4df740f720b0,0.57,https://kpopboom.party/little-patterns/assets/voice/7c2c4df740f720b0.wav
236,Line two three six.,,TWO,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\3fc4ccfe745870e2.wav,,number,,,two,3fc4ccfe745870e2,0.383,https://kpopboom.party/little-patterns/assets/voice/3fc4ccfe745870e2.wav
237,Line two three seven.,,Well done!,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\894b6c18383b7c19.wav,,feelings,,,well done,894b6c18383b7c19,0.76,https://kpopboom.party/little-patterns/assets/voice/894b6c18383b7c19.wav
238,Line two three eight.,,WET,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\534c51e17770c9b7.wav,,word,,,wet,534c51e17770c9b7,0.525,https://kpopboom.party/little-patterns/assets/voice/534c51e17770c9b7.wav
239,Line two three nine.,,Whoops! Try again.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\15ec5b852f9542e7.wav,,prompt or feedback,,,whoops! try again,15ec5b852f9542e7,1.426,https://kpopboom.party/little-patterns/assets/voice/15ec5b852f9542e7.wav
240,Line two four zero.,,Worried,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\13d9ead0ef6e1b24.wav,,feelings,,,worried,13d9ead0ef6e1b24,0.671,https://kpopboom.party/little-patterns/assets/voice/13d9ead0ef6e1b24.wav
241,Line two four one.,,Yes!,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\8a798890fe938171.wav,,prompt or feedback,,,yes,8a798890fe938171,0.518,https://kpopboom.party/little-patterns/assets/voice/8a798890fe938171.wav
242,Line two four two.,,You chose angry.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\5d4a3e0b9ca4f20a.wav,,feelings,,Retained library clip; included even though the current Me screen no longer uses this acknowledgement.,you chose angry,5d4a3e0b9ca4f20a,1.109,https://kpopboom.party/little-patterns/assets/voice/5d4a3e0b9ca4f20a.wav
243,Line two four three.,,You chose calm.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\47957de6f524f99c.wav,,feelings,,Retained library clip; included even though the current Me screen no longer uses this acknowledgement.,you chose calm,47957de6f524f99c,0.912,https://kpopboom.party/little-patterns/assets/voice/47957de6f524f99c.wav
244,Line two four four.,,You chose disappointed.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\32ca59055fe1e369.wav,,feelings,,Retained library clip; included even though the current Me screen no longer uses this acknowledgement.,you chose disappointed,32ca59055fe1e369,1.44,https://kpopboom.party/little-patterns/assets/voice/32ca59055fe1e369.wav
245,Line two four five.,,You chose excited.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\469061f63dfa9fae.wav,,feelings,,Retained library clip; included even though the current Me screen no longer uses this acknowledgement.,you chose excited,469061f63dfa9fae,1.09,https://kpopboom.party/little-patterns/assets/voice/469061f63dfa9fae.wav
246,Line two four six.,,You chose frustrated.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\def28531a89d4a56.wav,,feelings,,Retained library clip; included even though the current Me screen no longer uses this acknowledgement.,you chose frustrated,def28531a89d4a56,1.309,https://kpopboom.party/little-patterns/assets/voice/def28531a89d4a56.wav
247,Line two four seven.,,You chose happy.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\f47edc82713d7c41.wav,,feelings,,Retained library clip; included even though the current Me screen no longer uses this acknowledgement.,you chose happy,f47edc82713d7c41,0.956,https://kpopboom.party/little-patterns/assets/voice/f47edc82713d7c41.wav
248,Line two four eight.,,You chose not sure.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\f30531725ee0beb3.wav,,feelings,,Retained library clip; included even though the current Me screen no longer uses this acknowledgement.,you chose not sure,f30531725ee0beb3,1.158,https://kpopboom.party/little-patterns/assets/voice/f30531725ee0beb3.wav
249,Line two four nine.,,You chose proud.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\427c6ffb4f46c836.wav,,feelings,,Retained library clip; included even though the current Me screen no longer uses this acknowledgement.,you chose proud,427c6ffb4f46c836,1.038,https://kpopboom.party/little-patterns/assets/voice/427c6ffb4f46c836.wav
250,Line two five zero.,,You chose sad.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\3e7126d4981d99c2.wav,,feelings,,Retained library clip; included even though the current Me screen no longer uses this acknowledgement.,you chose sad,3e7126d4981d99c2,1.018,https://kpopboom.party/little-patterns/assets/voice/3e7126d4981d99c2.wav
251,Line two five one.,,You chose something else.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\52c33ab7c176d7bc.wav,,feelings,,Retained library clip; included even though the current Me screen no longer uses this acknowledgement.,you chose something else,52c33ab7c176d7bc,1.287,https://kpopboom.party/little-patterns/assets/voice/52c33ab7c176d7bc.wav
252,Line two five two.,,You chose surprised.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\517df688dd8cf489.wav,,feelings,,Retained library clip; included even though the current Me screen no longer uses this acknowledgement.,you chose surprised,517df688dd8cf489,1.218,https://kpopboom.party/little-patterns/assets/voice/517df688dd8cf489.wav
253,Line two five three.,,You chose worried.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\3799faa92202e86d.wav,,feelings,,Retained library clip; included even though the current Me screen no longer uses this acknowledgement.,you chose worried,3799faa92202e86d,1.111,https://kpopboom.party/little-patterns/assets/voice/3799faa92202e86d.wav
254,Line two five four.,,You found it.,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\d456801d10208a77.wav,,prompt or feedback,,,you found it,d456801d10208a77,0.743,https://kpopboom.party/little-patterns/assets/voice/d456801d10208a77.wav
255,Line two five five.,,ZERO,C:\hirednerds-portfolio\public\fireworks\little-patterns\assets\voice\f9194e73f9e9459e.wav,,number,,,zero,f9194e73f9e9459e,0.578,https://kpopboom.party/little-patterns/assets/voice/f9194e73f9e9459e.wav
